section,subsection,question,answer
Probability and Statistics,Variance,"Covariance, Variance, Correlation","The covariance between two univariate random variables X, Y ∈ R is given by the expected product of their deviations from their respective means, i.e., CovX,Y [x, y] := EX,Y [(x − EX[x])(y − EY [y])]
By using the linearity of expectations, the expression in Definition 6.5 can be rewritten as the expected value of the product minus the product of the expected values, i.e., Cov[x, y] = E[xy] − E[x]E[y] .
The covariance of a variable with itself Cov[x, x] is called the variance is denoted by VX[x]. The square root of the variance is called the standard deviation and is often denoted by σ(x). The notion of covariance can be generalized to multivariate random variables.
The correlation between two random variables X, Y is given by corr[x, y] = Cov[x, y] /sqrt(V[x]V[y]) ∈ [−1, 1] . The correlation matrix is the covariance matrix of standardized random variables, x/σ(x). In other words, each random variable is divided by its standard deviation (the square root of the variance) in the correlation matrix. The covariance (and correlation) indicate how two random variables are related. Positive correlation corr[x, y] means that when x grows, then y is also expected to grow. Negative correlation means that as x increases, then y decreases.
"
Probability and Statistics,Variance,Bessel's correction,"In statistics, Bessel's correction is the use of n − 1 instead of n in the formula for the sample variance and sample standard deviation, where n is the number of observations in a sample. This method corrects the bias in the estimation of the population variance. It also partially corrects the bias in the estimation of the population standard deviation. However, the correction often increases the mean squared error in these estimations.  
"
Probability and Statistics,Variance,What is the standard error? What is the standard error of mean?,"Standard error of a statistic is the standard deviation of its sampling distribution or an estimate of that standard deviation.
Using CLM, we can estimate the standard error of mean by using population standard deviation divided by the square root of sample size n. If the population standard deviation is unknown, we can use the sample standard deviation as an estimation.
"
Probability and Statistics,Variance,Standard Error of the Mean vs. Standard Deviation: What's the Difference?,"The standard deviation (SD) measures the amount of variability, or dispersion, from the individual data values to the mean. SD is a frequently-cited statistic in many applications from math and statistics to finance and investing.
Standard error of the mean (SEM) measures how far the sample mean (average) of the data is likely to be from the true population mean. The SEM is always smaller than the SD.
SEM is calculated simply by taking the standard deviation and dividing it by the square root of the sample size.
"
Probability and Statistics,Variance,What does it mean if a model is heteroscedastic? what about homoscedastic?,"A model is heteroscedastic when the variance in errors is not consistent. Conversely, a model is homoscedastic when the variances in errors is consistent.
"
Probability and Statistics,Distributions,Uniform distribution,"Uniform Distribution is the probability distribution that represents equal likelihood of all outcomes within a specific range. i.e. the probability of each outcome occurring is the same. Whether dealing with a simple roll of a fair die or selecting a random number from a continuous interval, uniform distribution provides a straightforward yet powerful model for understanding randomness. 
Probability density function(pdf):  f(x) = 1/( b – a), a ≤ x ≤ b
Mean: μ =  (a + b)/2
Variance: σ2 = (b – a)^2 /12
"
Probability and Statistics,Distributions,What's the difference between Binomial Distribution and Geometric Distribution?,"The Binomial distribution describes the probability of obtaining k successes in n Bernoulli experiments, i.e an experiment which has only two possible outcomes, often call them success and failure. Its probability function describes the probability of getting exactly k successes in n independent Bernoulli trials:
The Geometric distribution describes the probability of experiencing a certain amount of failures before experiencing the first success in a series of Bernoulli experiments. This probability is given by:
P(X=k)=pk(1−p)n−k
So as we can see, the key difference is that in a binomial distribution, there is a fixed number of trials meanwhile in a geometric distribution, we’re interested in the number of trials required until we obtain a success.
"
Probability and Statistics,Distributions,Exponential Family,"An exponential family is a family of probability distributions, parameterized by θ ∈ RD, of the form 
p(x | θ) = h(x) exp (⟨θ, ϕ(x)⟩ − A(θ)) , 
where ϕ(x) is the vector of sufficient statistics. In general, any inner product can be used in (6.107), and for concreteness we will use the standard dot product here (⟨θ, ϕ(x)⟩ = θ ⊤ϕ(x)). Note that the form of the exponential family is essentially a particular expression of gθ(ϕ(x)) in the Fisher-Neyman theorem
Exponential families include many of the most common distributions. Among many others, exponential families includes the following:[6]
normal
exponential
gamma
chi-squared
beta
Dirichlet
Bernoulli
categorical
Poisson
Wishart
inverse Wishart
geometric
"
Probability and Statistics,Distributions,Gamma Distribution,"The gamma distribution is another widely used distribution. Its importance is largely due to its relation to exponential and normal distributions. 
Gamma function: The gamma function, shown by Γ(x), is an extension of the factorial function to real (and complex) numbers. Specifically, if n∈{1,2,3,...}, then 
Γ(n)=(n−1)!
More generally, for any positive real number α, Γ(α) is defined as 
Γ(α)=∫∞0xα−1e−xdx, for α>0.
Gamma Distribution:
We now define the gamma distribution by providing its PDF: 
A continuous random variable X is said to have a gamma distribution with parameters α>0 and λ>0, shown as X∼Gamma(α,λ), if its PDF is given by  fX(x)= λαxα−1e−λx/Γ(α) if x>0, 0 otherwise
Consider a sequence of events, with the waiting time for each event being an exponential distribution with rate λ. Then the waiting time for the n-th event to occur is the gamma distribution with integer shape α = n.
"
Probability and Statistics,Distributions,Poisson distribution,"The Poisson distribution is a discrete distribution that gives the probability of the number of independent events occurring in a fixed time. An example of when you would use this is if you want to determine the likelihood of X patients coming into a hospital in a given hour.
The mean and variance are both equal to λ.
Poisson Distribution Formula
Poisson distribution is characterized by a single parameter, lambda (λ), which represents the average rate of occurrence of the events. The probability mass function of the Poisson distribution is given by:
P(X = k) = e−λλk / k!
Where,
P(X = k) is the Probability of Observing k Events
e is the Base of the Natural Logarithm (approximately 2.71828)
λ is the Average Rate of Occurrence of Events
k is the Number of Events that Occur
In the Poisson distribution, both the mean (average) and variance are equal and are denoted by the parameter λ (lambda). This property of equal mean and variance is a distinctive characteristic of the Poisson distribution and simplifies its statistical analysis.
"
Probability and Statistics,Distributions,Beta Distribution,"We may wish to model a continuous random variable on a finite interval. The Beta distribution is a distribution over a continuous random variable µ ∈ [0, 1], which is often used to represent the probability for some binary event (e.g., the parameter governing the Bernoulli distribution). The Beta distribution Beta(α, β) (illustrated in Figure 6.11) itself is governed by two parameters α > 0, β > 0 and is defined as
Intuitively, α moves probability mass toward 1, whereas β moves probability mass toward 0. There are some special cases: For α = 1 = β, we obtain the uniform distribution U[0, 1]. For α, β < 1, we get a bimodal distribution with spikes at 0 and 1. For α, β > 1, the distribution is unimodal. For α, β > 1 and α = β, the distribution is unimodal, symmetric, and centered in the interval [0, 1], i.e., the mode/mean is at 1/2 .
"
Probability and Statistics,Distributions,Laplace Distribution,"The Laplace distribution, one of the earliest known probability distributions, is a continuous probability distribution named after the French mathematician Pierre-Simon Laplace. Like the normal distribution, this distribution is unimodal (one peak) and it is also a symmetrical distribution. However, it has a sharper peak than the normal distribution.
The Laplace distribution is the distribution of the difference of two independent random variables with identical exponential distributions (Leemis, n.d.). It is often used to model phenomena with heavy tails or when data has a higher peak than the normal distribution.
This distribution is the result of two exponential distributions, one positive and one negative; It is sometimes called the double exponential distribution, because it looks like two exponential distributions spliced together back-to-back.
PDF
The general formula for the probability density function (PDF) is:


where:
μ (any real number) is the location parameter and
β (must be > 0) is the scale parameter; this is sometimes called the diversity.
The shape of the Laplace distribution is defined by the location parameter and scale parameter. 

"
Probability and Statistics,Distributions,Cauchy distribution,"The Cauchy distribution, sometimes called the Lorentz distribution Cauchy–Lorentz distribution, Lorentz(ian) function, or Breit–Wigner distribution, is a family of continuous probably distributions which resemble the normal distribution family of curves. While the resemblance is there, it has a taller peak than a normal. And unlike the normal distribution, it’s fat tails decay much more slowly.
The distribution, named after 18th century mathematician Augustin-Louis Cauchy, is well known for the fact that it’s expected value and other moments do not exist. The median and mode do exist. And for the Cauchy, they are equal. Together, they tell you where the line of symmetry is. However, the Central Limit theorem doesn’t work for the limiting distribution of the mean.
It models the ratio of two normal random variables.
The Cauchy distribution has two main parts: a scale parameter (λ) and a location parameter (x0).
The location parameter (x0) tells us where the peak is.
The scale parameter is half the width of the PDF at half the maximum height.
In other words, the location parameter x0 shifts the graph along the x-axis and the scale parameter λ results in a shorter or taller graph. The smaller the scale parameter, the taller and thinner the curve. In the image below, the smaller value for lambda (0.5) gives the tallest and thinnest graph, shown in orange.
The Cauchy family. [5]
The standard Cauchy distribution (shown in purple on the above graph) has a location parameter of 0 and a scale parameter of 1; the notation for the standard distribution is X ~ Cauchy(1,0) or more simply, C(1,0).
"
Probability and Statistics,Distributions,Normal Distribution vs. t-Distribution: What’s the Difference?,"A Z-test is a hypothesis test with a normal distribution that uses a z-statistic. A z-test is used when you know the population variance or if you don’t know the population variance but have a large sample size.
A T-test is a hypothesis test with a t-distribution that uses a t-statistic. You would use a t-test when you don’t know the population variance and have a small sample size.
"
Probability and Statistics,Distributions,"Given draws from a normal distribution with known parameters, how can you simulate draws from a uniform distribution?","Plug in the value to the CDF of the same random variable
"
Probability and Statistics,Distributions,Gaussian Mixture,"Consider a mixture of two univariate Gaussian densities p(x) = αp1(x) + (1 − α)p2(x), (6.80) where the scalar 0 < α < 1 is the mixture weight, and p1(x) and p2(x) are univariate Gaussian densities with different parameters, i.e., (µ1, σ2 1 ) ̸= (µ2, σ2 2 ). Then the mean of the mixture density p(x) is given by the weighted sum of the means of each random variable: E[x] = αµ1 + (1 − α)µ2 . The variance of the mixture density p(x) is given by V[x] =  ασ2 1 + (1 − α)σ 2 2  +  αµ2 1 + (1 − α)µ 2 2  − [αµ1 + (1 − α)µ2] 2 .
"
Probability and Statistics,Distributions,You have an 50-50 mixture of two normal distributions with the same standard deviation. How far apart do the means need to be in order for this distribution to be bimodal?,"More than two standard deviations
"
Probability and Statistics,Distributions,What is a Skewed Distribution?,"A skewed distribution occurs when one tail is longer than the other. Skewness defines the asymmetry of a distribution. Unlike the familiar normal distribution with its bell-shaped curve, these distributions are asymmetric. The two halves of the distribution are not mirror images because the data are not distributed equally on both sides of the distribution’s peak.
"
Probability and Statistics,Distributions,Examples of Right-Skewed Distributions,"Right skewed distributions are the more common form. These distributions tend to occur when there is a lower limit, and most values are relatively close to the lower bound. Values can’t be less than this bound but can fall far from the peak on the high end, causing them to skew positively.
For example, right skewed distributions can occur in the following cases:
Time to failure cannot be less than zero, but there is no upper bound.
Wait and response times cannot be less than zero, but there are no upper limits.
Sales data cannot be less than zero but can have unusually large values.
Humans have a minimum viable weight but can have large extreme values.
Income cannot be less than zero, but there are some extremely high incomes.
"
Probability and Statistics,Distributions,How do you transform a Skewed Distribution into a Normal Distribution?,"To transform a Skewed Distribution into a Normal Distribution we apply some linearized function on it. Some common functions that achieve this goal are:
Logarithmic function: We can use it to make extremely skewed distributions less skewed, especially for right-skewed distributions. The only condition is that this function is defined only for strictly positive numbers. $$ f(x) = ln(x) $$
Square root transformation n: this one has an average effect on distribution shape: it’s weaker than logarithmic transformation, and it’s also used for reducing right-skewed distributions, but is defined only for positive numbers. f(x) = \sqrt{x}
Reciprocal transformation: this one reverses the order among values of the same sign, so large values become smaller, but the negative reciprocal preserves the order among values of the same sign. The only condition is that this function is not defined for zero values. f(x) = 1/x
Exponential or Power transformation: has a reasonable effect on distribution shape; generally, we apply power transformation (power of two usually) to reduce left skewness. We could also try any exponent to see which one provides better results. f(x) = x^n
Box-Cox Transformation: in this transformation, we’re searching and evaluating all the other transformations and choosing the best one. It's defined as:
The exponent here is a variable called lambda (λ) that varies over the range of -5 to 5, and in the process of searching, we examine all values of λ. Finally, we choose the optimal value (resulting in the best approximation to a normal distribution) for the variable.
"
Probability and Statistics,Central Limit Theorem,What is the Central Limit Theorem (CLM)?,"The Central Limit Theorem states that no matter what is the population’s original distribution, when taking random samples from the population, the distribution of the means or sums from the random samples approaches a normal distribution, with mean equals to the population mean, as the random sample size gets larger
"
Probability and Statistics,Central Limit Theorem,What general conditions must be satisfied for the central limit theorem to hold?,"The data must be sampled randomly
The sample values must be independent of each other
The sample size must be sufficiently large, generally it should be greater or equal than 30
"
Probability and Statistics,Central Limit Theorem,Sampling Distributions and the Standard Error of the Mean,"Imagine you draw a random sample of 50 from a population, measure a property, and calculate the mean. Now, suppose you repeat that study many times. You repeatedly draw random samples of the same size, calculate the mean for each sample, and graph all the means on a histogram. Ultimately, the histogram displays the distribution of sample means for random samples of size 50 for the characteristic you’re measuring.
Statisticians call this type of distribution a sampling distribution. And, because we’re calculating the mean, it’s the sampling distribution of the mean. There’s a different sampling distribution for each sample size.
This distribution is the sampling distribution for the above experiment. Remember that the curve describes the distribution of sample means and not individual observations. Like other distributions, sampling distributions have a central location and variability around that center.
The center falls on the population mean because random sampling tends to converge on this value.
The variability, or spread, describes how far sample means tend to fall from the population mean.
The wider the distribution, the further the sample means tend to fall from the population mean. That’s not good when you’re using sample means to estimate population means! You want narrow sampling distributions where sample means fall near the population mean.
The variability of the sampling distribution is the standard error of the mean! More specifically, the SEM is the standard deviation of the sampling distribution. For the example sampling distribution, the SEM is 3. 
The mean of the sampling distribution of sample means is mean.
"
Probability and Statistics,Central Limit Theorem,"If you had draws from a normal distribution with known parameters, how would you simulate draws from a uniform distribution?","A question like this tests your knowledge of the concepts of uniform and normal distributions.
There’s a simple answer to this. To simulate draws from a uniform distribution, you would plug the values into the normal cumulative distribution function (CDF) for the same random variable.
This is known as the Universality of the Uniform or Probability Integral Transform.
"
Probability and Statistics,Parameter Estimation,Empirical Risk Minimization,"For a given training set {(x1, y1), . . . ,(xN , yN )}, we introduce the notation of an example matrix X := [x1, . . . , xN ] ⊤ ∈ RN×D and a label vector y := [y1, . . . , yN ] ⊤ ∈ RN . Using this matrix notation the average loss is given by
R (f, X, y) = 1 / N * sum n=1..N ℓ(yn, yˆn),
where yˆn = f(xn, θ). Equation is called the empirical risk and depends on three arguments, the predictor f and the data X, y.
"
Probability and Statistics,Parameter Estimation,Maximum Likelihood Estimation,"The idea behind maximum likelihood estimation (MLE) is to define a function of the parameters that enables us to find a model that fits the data well. The estimation problem is focused on the likelihood function, or more precisely its negative logarithm. For data represented by a random variable x and for a family of probability densities p(x | θ) parametrized by θ, the negative log-likelihood is given by
Lx(θ) = − log p(x | θ)
Let us interpret what the probability density p(x | θ) is modeling for a fixed value of θ. It is a distribution that models the uncertainty of the data for a given parameter setting. For a given dataset x, the likelihood allows us to express preferences about different settings of the parameters θ, and we can choose the setting that more “likely” has generated the data.
We assume that the set of examples (x1, y1), . . . ,(xN , yN ) are independent and identically distributed (i.i.d.). Hence, in machine learning we often consider the negative log-likelihood 
L(θ) = − sum n=1..N log p(yn | xn, θ).
We often assume that we can explain our observation uncertainty by independent Gaussian noise with zero mean. We further assume that the linear model <x⊤n, θ> is used for prediction. This means we specify a Gaussian likelihood for each example label pair (xn, yn), 
p(yn | xn, θ) = N
In this case, minimizing the negative log-likelihood corresponds to solving the least-squares problem.
For other likelihood functions, i.e., if we model our noise with non-Gaussian distributions, maximum likelihood estimation may not have a closed-form analytic solution. In this case, we resort to numerical optimization methods.
MLE can be seen as a special case of the maximum a posteriori estimation (MAP) that assumes a uniform prior distribution of the parameters, or as a variant of the MAP that ignores the prior and which therefore is unregularized.
For gaussian mixtures, non parametric models, it doesn’t exist.
MLE is a random variable as it is calculated on a random sample. MLE is a consistent estimator and under certain conditions, it asymptotically converges to a normal distribution with true parameter as mean and variance equal to the inverse of the Fisher information matrix.
"
Probability and Statistics,Parameter Estimation,Maximum A Posteriori Estimation,"If we have prior knowledge about the distribution of the parameters θ, we can multiply an additional term to the likelihood. This additional term is a prior probability distribution on parameters p(θ). Bayes’ theorem gives us a principled tool to update our probability distributions of random variables. It allows us to compute a posterior distribution p(θ | x) (the more specific knowledge) on the parameters θ from general prior statements (prior distribution) p(θ) and the function p(x | θ) that links the parameters θ and the observed data x (called the likelihood): 
p(θ | x) = p(x | θ)p(θ) p(x)
Since the distribution p(x) does not depend on θ, we can ignore the value of the denominator for the optimization.
Instead of estimating the minimum of the negative log-likelihood, we now estimate the minimum of the negative log-posterior, which is referred to as maximum a posteriori estimation (MAP estimation).
In addition to the assumption of Gaussian likelihood in the previous example, we assume that the parameter vector is distributed as a multivariate Gaussian with zero mean. Note that the conjugate prior of a Gaussian is also a Gaussian, and therefore we expect the posterior distribution to also be a Gaussian.
"
Probability and Statistics,Parameter Estimation,Moments,"Let X be a random variable and c ∈ R a scalar. Then: The kth moment of X is:
E [X^k]
Let X be a random variable, and c ∈ R a scalar. Let x1, . . . , xn be iid realizations (samples) from X.
The kth sample moment of X is
1/n∑xi^k
"
Probability and Statistics,Parameter Estimation,Explain Method of Moments (MOM),"According to the Law of Large Numbers (LLN), the average converges to the expectation as the sample size tends to infinity. Using this law, the population moments which are a function of parameters are set equal to sample moments to solve for the parameters. For a normal distribution, both MLE and MOM produce sample mean as an estimate to the population mean.
We then define the method of moments (MoM) estimator ˆθM oM of θ = (θ1, . . . , θk) to be
a solution (if it exists) to the k simultaneous equations where, for j = 1, . . . , k, we set the jth (true)
moment equal to the jth sample moment:
E [X] = 1/n∑xi
…
E [X^k] = 1/n∑xi^k
"
Probability and Statistics,Parameter Estimation,Explain Kernel Density Estimation (KDE),"KDE is a non-parametric method to estimate pdf of data generating distribution. KDE allocates high density to certain x if sample data has many datapoints around it. A datapoint’s contribution to certain x depends on its distance to x and bandwidth. As the sample size increases, KDE approximation under certain conditions approaches true pdf.
In practice, we use the t-distribution most often when performing hypothesis tests or constructing confidence intervals.
"
Probability and Statistics,Parameter Estimation,Principle of maximum entropy,"The principle of maximum entropy states that the probability distribution which best represents the current state of knowledge about a system is the one with largest entropy, in the context of precisely stated prior data (such as a proposition that expresses testable information).
Another way of stating this: Take precisely stated prior data or testable information about a probability distribution function. Consider the set of all trial probability distributions that would encode the prior data. According to this principle, the distribution with maximal information entropy is the best choice.
"
Probability and Statistics,Parameter Estimation,Koopman-Pitman-Darmois (KPD) theorem,"If a family of probability distributions has a sufficient statistic of fixed finite dimension (no matter the sample size), then the family must be an exponential family.
In simple terms:
A sufficient statistic summarizes all the information in the data relevant to estimating the parameters.
If you can summarize the data with a simple, finite-sized statistic, then the distributions in the family have to follow a specific form (the exponential family).
"
Probability and Statistics,Hypothesis Testing,Statistical Hypothesis Testing,"A statistical hypothesis test makes an assumption about the outcome, called the null hypothesis.
For example, the null hypothesis for the Pearson’s correlation test is that there is no relationship between two variables. The null hypothesis for the Student’s t test is that there is no difference between the means of two populations.
The test is often interpreted using a p-value, which is the probability of observing the result given that the null hypothesis is true, not the reverse, as is often the case with misinterpretations.
p-value (p): Probability of obtaining a result equal to or more extreme than was observed in the data.
"
Probability and Statistics,Hypothesis Testing,P-value,"The p-value in a statistical test helps you determine whether to reject or support the null hypothesis. It's a metric that argues against the null hypothesis and relies on the alpha value, critical value and probability. Measuring a smaller p-value suggests the rejection of the null hypothesis, whereas a higher p-value indicates stronger evidence for supporting the null hypothesis.
The p-value is a probability measure and uses the degree of freedom and estimation based on the alpha value of a t-test. Taking the sample size n, subtract one to get the degree of freedom (n - 1). Comparing the result to a respective alpha level gives you the estimate for the p-value. It's important to note that p-values depend on the results t-tests give you and can change according to different t-statistics.
"
Probability and Statistics,Hypothesis Testing,How to interpret P-value?,"In interpreting the p-value of a significance test, you must specify a significance level, often referred to as the Greek lower case letter alpha (a). A common value for the significance level is 5% written as 0.05.
The p-value is interested in the context of the chosen significance level. A result of a significance test is claimed to be “statistically significant” if the p-value is less than the significance level. This means that the null hypothesis (that there is no result) is rejected.
p <= alpha: reject H0, different distribution.
p > alpha: fail to reject H0, same distribution.
Where:
Significance level (alpha): Boundary for specifying a statistically significant finding when interpreting the p-value.
We can see that the p-value is just a probability and that in actuality the result may be different. The test could be wrong. Given the p-value, we could make an error in our interpretation.
"
Probability and Statistics,Hypothesis Testing,Types of Errors,"Type I Error. Reject the null hypothesis when there is in fact no significant effect (false positive). The p-value is optimistically small.  α = probability of a Type I error.
Type II Error. Not reject the null hypothesis when there is a significant effect (false negative). The p-value is pessimistically large. β = probability of a Type II error.
"
Probability and Statistics,Hypothesis Testing,What is alpha- and beta-values?,"Alpha is also known as the level of significance. This represents the probability of obtaining your results due to chance. The smaller this value is, the more “unusual” the results, indicating that the sample is from a different population than it’s being compared to, for example. Commonly, this value is set to .05 (or 5%), but can take on any value chosen by the research not exceeding .05.
Alpha also represents your chance of making a Type I Error. What’s that? The chance that you reject the null hypothesis when in reality, you should fail to reject the null hypothesis. In other words, your sample data indicates that there is a difference when in reality, there is not. Like a false positive.
The other key-value relates to the power of your study. Power refers to your study’s ability to find a difference if there is one. It logically follows that the greater the power, the more meaningful your results are. Beta = 1 – Power. Values of beta should be kept small, but do not have to be as small as alpha values. Values between .05 and .20 are acceptable.
Beta also represents the chance of making a Type II Error. As you may have guessed, this means that you came to the wrong conclusion in your study, but it’s the opposite of a Type I Error. With a Type II Error, you incorrectly fail to reject the null. In simpler terms, the data indicates that there is not a significant difference when in reality there is. Your study failed to capture a significant finding. Like a false negative.
"
Probability and Statistics,Hypothesis Testing,Significance level and confidence level,"Alpha is the significance level used to compute the confidence level. The confidence level equals 100*(1 - alpha)%, or in other words, an alpha of 0.05 indicates a 95 percent confidence level. Standard_dev is the population standard deviation for the data range and is assumed to be known.
The confidence level in hypothesis testing is the probability of not rejecting the null hypothesis when the null hypothesis is True:
P(Not Rejecting H0|H0 is True) = 1 - P(Rejecting H0|H0 is True)
The default confidence level is set at 95%.
"
Probability and Statistics,Hypothesis Testing,What is the statistical power of a test? ,"β = probability of a Type II error, known as a ""false negative""
1 − β = probability of a ""true positive"", i.e., correctly rejecting the null hypothesis. ""1 − β"" is also known as the power of the test.
 α = probability of a Type I error, known as a ""false positive""
1 − α = probability of a ""true negative"", i.e., correctly not rejecting the null hypothesis
The power of a test is the probability of rejecting the null hypothesis when it’s false. It’s also equal to 1 minus the beta.
It is generally accepted we should aim for a power of 0.8 or greater.
"
Probability and Statistics,Hypothesis Testing,What are two ways to increase the power of a test?,"To increase the power of the test, you can do two things:
You can increase alpha, but it also increases the chance of a type 1 error
Increase the sample size, n. This maintains the type 1 error but reduces type 2.
"
Probability and Statistics,Power Analysis,Power Analysis,"Statistical power is one piece in a puzzle that has four related parts; they are:
Effect Size. The quantified magnitude of a result present in the population. Effect size is calculated using a specific statistical measure, such as Pearson’s correlation coefficient for the relationship between variables or Cohen’s d for the difference between groups.
Sample Size. The number of observations in the sample.
Significance. The significance level used in the statistical test, e.g. alpha. Often set to 5% or 0.05.
Statistical Power. The probability of accepting the alternative hypothesis if it is true.
All four variables are related. For example, a larger sample size can make an effect easier to detect, and the statistical power can be increased in a test by increasing the significance level.
A power analysis involves estimating one of these four parameters given values for three other parameters. This is a powerful tool in both the design and in the analysis of experiments that we wish to interpret using statistical hypothesis tests.
For example, the statistical power can be estimated given an effect size, sample size and significance level. Alternately, the sample size can be estimated given different desired levels of significance.
Perhaps the most common use of a power analysis is in the estimation of the minimum sample size required for an experiment.
As a practitioner, we can start with sensible defaults for some parameters, such as a significance level of 0.05 and a power level of 0.80. We can then estimate a desirable minimum effect size, specific to the experiment being performed. A power analysis can then be used to estimate the minimum sample size required.
In general, large effect sizes require smaller sample sizes because they are “obvious” for the analysis to see/find. As we decrease in effect size we required larger sample sizes as smaller effect sizes are harder to find. This works in our favor as the larger the effect size the more important our results and fewer participants we need to recruit for our study.
"
Probability and Statistics,Power Analysis,Effect Size,"Effect size tries to answer the question of “Are these differences large enough to be meaningful despite being statistically significant?”.
Effect size addresses the concept of “minimal important difference” which states that at a certain point a significant difference (ie p≤ 0.05) is so small that it wouldn’t serve any benefits in the real world. Keep in mind, by small we do not mean a small p-value.
A different way to look at effect size is the quantitative measure of how much the IV affected the DV. A high effect size would indicate a very important result as the manipulation on the IV produced a large effect on the DV.
Effect size is typically expressed as Cohen’s d. Cohen described a small effect = 0.2, medium effect size = 0.5 and large effect size = 0.8
Smaller p-values (0.05 and below) don’t suggest the evidence of large or important effects, nor do high p-values (0.05+) imply insignificant importance and/or small effects. Given a large enough sample size, even very small effect sizes can produce significant p-values (0.05 and below). In other words, statistical significance explores the probability our results were due to chance and effect size explains the importance of our results.
"
Probability and Statistics,Power Analysis,Cohen's d ,"Cohen’s d is an effect size used to indicate the standardized difference between two means. It can be used, for example, to accompany reporting of t-test and ANOVA results. It is also widely used in meta-analysis.
Cohen’s D , or standardized mean difference, is one of the most common ways to measure effect size. An effect size is how large an effect is. For example, medication A has a larger effect than medication B. While a p-value can tell you if there is an effect, it won’t tell you how large that effect is.
Cohen’s D specifically measures the effect size of the difference between two means.

spooled = pooled standard deviations for the two groups. The formula is: √[(s12+ s22) / 2]
"
Probability and Statistics,Power Analysis,What are the confidence intervals of the coefficients?,"Confidence interval (CI) is a type of interval estimate (of a population parameter) that is computed from the observed data. The confidence level is the frequency (i.e., the proportion) of possible confidence intervals that contain the true value of their corresponding parameter. In other words, if confidence intervals are constructed using a given confidence level in an infinite number of independent experiments, the proportion of those intervals that contain the true value of the parameter will match the confidence level.
Confidence intervals consist of a range of values (interval) that act as good estimates of the unknown population parameter. However, the interval computed from a particular sample does not necessarily include the true value of the parameter. Since the observed data are random samples from the true population, the confidence interval obtained from the data is also random. If a corresponding hypothesis test is performed, the confidence level is the complement of the level of significance, i.e. a 95% confidence interval reflects a significance level of 0.05. If it is hypothesized that a true parameter value is 0 but the 95% confidence interval does not contain 0, then the estimate is significantly different from zero at the 5% significance level.
The desired level of confidence is set by the researcher (not determined by data). Most commonly, the 95% confidence level is used. However, other confidence levels can be used, for example, 90% and 99%.
Factors affecting the width of the confidence interval include the size of the sample, the confidence level, and the variability in the sample. A larger sample size normally will lead to a better estimate of the population parameter. A Confidence Interval is a range of values we are fairly sure our true value lies in.
X ± Z*s/√(n), X is the mean, Z is the chosen Z-value from the table, s is the standard deviation, n is the number of samples. The value after the ± is called the margin of error.
"
Probability and Statistics,Power Analysis,Confidence Interval ,"CI = x  +/-  t1-α/2, n-1*(s/√n)
where:
x: sample mean
t: the critical t-value, based on the significance level α and sample size n
s: sample standard deviation
n: sample size
"
Probability and Statistics,Statistical Tests,What are Statistical Tests?,"Statistical tests are a way of mathematically determining whether two sets of data are significantly different from each other. To do this, statistical tests use several statistical measures, such as the mean, standard deviation, and coefficient of variation. Once the statistical measures are calculated, the statistical test will then compare them to a set of predetermined criteria. If the data meet the criteria, the statistical test will conclude that there is a significant difference between the two sets of data.
There are various statistical tests that can be used, depending on the type of data being analyzed. However, some of the most common statistical tests are t-tests, chi-squared tests, and ANOVA tests.
"
Probability and Statistics,Statistical Tests,Null Hypothesis,"In scientific research, the null hypothesis (often denoted H0) is the claim that the effect being studied does not exist. The null hypothesis can also be described as the hypothesis in which no relationship exists between two sets of data or variables being analyzed. If the null hypothesis is true, any experimentally observed effect is due to chance alone, hence the term ""null"". In contrast with the null hypothesis, an alternative hypothesis is developed, which claims that a relationship does exist between two variables. 
Null hypotheses start as research questions that the investigator rephrases as a statement indicating there is no effect or relationship.
"
